COURSE_NO,COURSE_CODE,COURSE_NAME,COURSE_SECTION,COURSE_TYPE,COURSE_DAY,COURSE_STARTTIME,COURSE_ENDTIME,ROOM_BUILDING,ROOM_CODE,ENROLL,CAPACITY
309,2105465,CHEM PLANT DSGN,1,LAB,TU,13:00,16:00,ENG3,319,41,45
310,2105465,CHEM PLANT DSGN,2,LECT,TH,10:00,12:00,ENG3,404,42,65
311,2105465,CHEM PLANT DSGN,2,LAB,TH,13:00,16:00,ENG3,319,42,55
312,2105466,NAT GAS/OIL COND,1,LECT,TU,09:30,12:30,ENG3,408,40,40
313,2105482,ENV CHEM ENG,1,LECT,TH,13:00,16:00,ENG3,320,45,65
314,2105482,ENV CHEM ENG,2,LECT,TU,13:00,16:00,ENG3,322,45,80
315,2105488,NANOTECH ENG,1,LECT,FR,09:00,12:00,ENG3,205,50,55
316,2105601,ADV MATH FOR CHE,2,LECT,WE,13:00,16:00,ENG3,408,10,15
317,2105605,CHEM ENG SEMINAR I,1,LECT,MO,12:00,13:00,ENG3,320,25,40
318,2105605,CHEM ENG SEMINAR I,2,LECT,MO,12:00,13:00,ENG3,321,25,50
319,2105605,CHEM ENG SEMINAR I,3,LECT,MO,12:00,13:00,ENG3,322,25,35
320,2105605,CHEM ENG SEMINAR I,9,LECT,SA,11:00,12:00,ENG4,41003,40,40
321,2105607,CHEM PROC SCL UP,1,LECT,MO,13:00,16:00,ENG3,321,40,45
322,2105612,CHEM PROC PROD DEV,1,LECT,TH,13:00,16:00,ENG3,315,75,150
323,2105617,RES METH STAT ANAL,1,LECT,MO,08:00,11:00,ENG3,406,45,80
324,2105617,RES METH STAT ANAL,9,LECT,SU,09:00,12:00,ENG4,41003,50,90
325,2105618,CHAR INSTR ANAL,1,LECT,TU,09:30,12:30,ENG1,113,40,45
326,2105618,CHAR INSTR ANAL,3,LECT,WE,09:30,12:30,ENG3,403,40,60
327,2105618,CHAR INSTR ANAL,9,LECT,SA,17:00,20:00,ENG4,41003,50,50
328,2105622,CHEM PROC SIM OPT,1,LECT,TH,08:00,11:00,ENG3,403,30,60
329,2105623,OPTIMIZATION,1,LECT,MO,13:00,16:00,ENG3,407,15,15
330,2105631,ADV CAT POLYMERS,1,LECT,TU,13:00,16:00,ENG3,403,55,110
331,2105631,ADV CAT POLYMERS,9,LECT,SU,13:00,16:00,ENG4,41003,50,55
332,2105632,PETROCHEM TECH,1,LECT,TU,08:00,11:00,ENG1,302,70,95
333,2105632,PETROCHEM TECH,9,LECT,SA,13:00,16:00,ENG4,41003,50,85
334,2105637,DSGN IND CATALYSTS,1,LECT,MO,08:00,11:00,ENG3,402,40,50
335,2105638,ADV POLYMER ENG,1,LECT,MO,08:00,11:00,ENG3,324,25,25
336,2105649,POLYM BLEND COMPST,1,LECT,TU,13:00,16:00,ENG3,318,50,60
337,2105676,INSTR CHEM PROC,1,LECT,FR,08:00,11:00,ENG1,303,30,60
338,2105681,CAT DEACTIVATION,1,LECT,TH,08:00,11:00,ENG3,402,30,35
339,2105718,SEMINAR CHE IV,1,LECT,WE,12:00,13:00,ENG3,321,40,40
340,2105894,DOC DISSERT SEM,1,SMNA,TH,12:00,13:00,ENG3,418,20,35
341,2105894,DOC DISSERT SEM,2,SMNA,TH,12:00,13:00,ENG3,319,20,30
342,2105894,DOC DISSERT SEM,3,SMNA,TH,12:00,13:00,ENG3,320,20,40
343,2105894,DOC DISSERT SEM,9,SMNA,SA,10:00,11:00,ENG4,41001,20,40
344,2106251,GENERAL GEOLOGY,1,LECT,MO,13:00,15:00,ENG4,41501,30,40
345,2106251,GENERAL GEOLOGY,1,LAB,WE,13:00,16:00,ENG4,41501,30,60
346,2106331,MINERAL PROC ENG,1,LECT,MO,09:30,11:30,SALAB,203,30,35
347,2106331,MINERAL PROC ENG,1,LECT,WE,08:00,09:30,SALAB,203,30,30
348,2106331,MINERAL PROC ENG,2,LECT,WE,16:00,19:00,SALAB,203,4,10
349,2106332,RES PROC LAB I,1,LAB,TU,16:00,19:00,SALAB,203,30,35
350,2106332,RES PROC LAB I,2,LAB,TU,13:00,16:00,SALAB,203,4,5
351,2106415,RES RECOV RECYCL,1,LECT,MO,17:00,20:00,SALAB,203,30,40
352,2106434,MAT HANDL ENG,1,LECT,TU,17:00,20:00,SALAB,203,30,55
353,2106482,ADV TOP RES ENG II,1,LECT,TH,16:00,19:00,SALAB,203,10,15
354,2107212,CHEM ENV ENG I,1,LECT,TU,13:00,14:00,ENV,253,50,60
355,2107212,CHEM ENV ENG I,1,LAB,TU,14:00,17:00,ENV,253,50,80
356,2107219,URBAN ENVIRONMENTS,1,LECT,TH,13:00,16:00,ENG3,409,100,130
357,2107219,URBAN ENVIRONMENTS,2,LECT,FR,09:00,12:00,ENG3,409,100,105
358,2107220,ENV DAILY LIFE,1,LECT,FR,09:00,11:00,ENG3,315,150,160
359,2107220,ENV DAILY LIFE,1,DISC,FR,11:00,12:00,ENG3,315,150,260
360,2107411,WAT SUPP ENG DES,1,LECT,MO,08:00,11:00,ENG3,308,50,90
361,2107411,WAT SUPP ENG DES,1,LAB,WE,08:00,11:00,ENG3,308,50,80
362,2107445,AIR POLL CTRL/DSGN,1,LECT,TU,09:30,11:00,ENG3,206,50,95
363,2107446,TREAT OF IND WASTE,1,LECT,TH,13:00,16:00,ENG3,417,45,45
364,2107448,NOISE/VIB CTRL,1,LECT,MO,09:30,11:30,ENG3,322,50,100
365,2107450,ENV SYS MANAGE,1,LECT,MO,13:00,16:00,ENG3,320,50,55
366,2107452,PHYS CHEM TREAT,1,LECT,TU,13:00,16:00,ENG3,417,45,45
367,2107453,PUB HLTH ENG,1,LECT,MO,13:00,16:00,ENG3,305,40,75
368,2107460,INTRO HZ WASTE TM,1,LECT,TU,11:00,12:30,ENG3,206,50,65
369,2107462,HAZ WASTE TREAT,1,LECT,TU,11:00,12:30,ENG3,204,40,75
370,2107481,INTRO ENV IM ASSMT,1,LECT,FR,09:00,12:00,ENG3,421,50,60
371,2107493,INT ENV IMPACT EVA,1,LECT,FR,09:00,12:00,ENG3,421,10,20
372,2107499,ENV ENG PROJ,1,LAB,FR,08:00,11:00,ENV,253,50,65
373,2107499,ENV ENG PROJ,1,LAB,FR,13:00,16:00,ENV,253,50,70
374,2107626,STREAM SANITATION,1,LECT,FR,12:30,14:30,ENG3,419,20,20
375,2107638,PLUMB DES,1,LECT,MO,13:00,16:00,ENG3,318,30,40
376,2107642,ENG PRA SOLID WAST,1,LECT,TU,13:00,16:00,ENG3,408,30,45
377,2107644,ADV STUDY I,1,LECT,FR,08:00,11:00,ENG3,418,40,40
378,2107645,ADV STUDY II,1,LECT,TH,13:00,16:00,ENG3,419,30,35
379,2107658,THEO DES ADV WATER,1,LECT,MO,08:00,11:00,ENG3,304,50,85
380,2107658,THEO DES ADV WATER,1,LAB,MO,13:00,16:00,ENG3,304,50,65
381,2107659,THEO DES ADV WAST,1,LECT,MO,13:00,16:00,ENG3,309,35,35
382,2107659,THEO DES ADV WAST,1,LAB,WE,13:00,16:00,ENG3,309,35,50
383,2107660,IND HAZ WAST MANAG,1,LECT,FR,08:00,11:00,ENG3,419,50,75
384,2107662,UNIT PROC ENV ENG,1,LECT,WE,13:00,16:00,ENG3,417,30,40
385,2107663,IND WASTE MGT,1,LECT,TH,08:00,10:00,ENG3,407,30,35
386,2107663,IND WASTE MGT,1,DISC,TH,10:00,11:00,ENG3,407,30,50
387,2107664,ANA WW TREAT TECH,1,LECT,FR,09:00,12:00,ENG1,305/2,30,45
388,2107666,FUND BIO ENV ENG,1,LECT,MO,10:00,12:00,ENG3,405,20,30
389,2107666,FUND BIO ENV ENG,1,LAB,MO,13:00,16:00,ENG3,405,20,20
390,2107667,FUND ENV ENG,1,LECT,WE,08:00,09:30,ENG3,403,20,25
391,2107667,FUND ENV ENG,1,LECT,WE,13:00,14:30,ENG3,421,20,20
392,2107668,CLEAN SITE BIO,1,LECT,TH,13:00,16:00,ENG1,305/3,20,25
393,2107669,ENV IMPACT ASSMT,1,LECT,TH,13:00,16:00,ENG3,403,50,60
394,2107671,SOLID HAZ WAST MAN,1,LECT,TU,08:00,09:30,ENG1,305/1,30,35
395,2107674,TREAT WW OIL PART,1,LECT,FR,11:00,14:00,ENV,455,20,25
396,2107701,SEMINAR ENV ENG I,1,DISC,WE,10:00,12:00,ENG3,406,45,90
397,2107702,SEMINAR ENV ENG II,1,DISC,WE,10:00,12:00,ENG3,402,30,40
398,2108202,SURV ENG,1,LECT,TH,10:00,12:00,SVBLD,204,30,40
399,2108202,SURV ENG,1,LAB,TH,13:00,16:00,SVBLD,204,30,45
400,2108234,NUMER ANA GEOMAT,1,LECT,TU,11:00,12:00,SVBLD,204,40,65
401,2108234,NUMER ANA GEOMAT,1,LECT,TH,09:00,10:00,SVBLD,204,40,65
402,2108234,NUMER ANA GEOMAT,1,LAB,TH,13:00,16:00,SVBLD,204,40,75
403,2108298,SURVEYING,1,LECT,TU,10:00,12:00,ENG3,418,24,40
404,2108298,SURVEYING,1,LAB,MO,13:00,16:00,ENG3,418,24,35
405,2108298,SURVEYING,2,LECT,TU,10:00,12:00,ENG3,418,24,30
406,2108298,SURVEYING,2,LAB,TU,13:00,16:00,ENG3,418,24,30
407,2108298,SURVEYING,3,LECT,TU,10:00,12:00,ENG3,415,24,20
408,2108298,SURVEYING,3,LAB,WE,13:00,16:00,ENG3,418,24,20
409,2108298,SURVEYING,4,LECT,TU,10:00,12:00,ENG3,415,24,30
410,2108298,SURVEYING,4,LAB,TH,13:00,16:00,ENG3,418,24,45
411,2108323,REM SENS,1,LECT,MO,16:00,18:00,SVBLD,200,70,95
412,2108323,REM SENS,1,LAB,TH,16:00,19:00,SVBLD,200,70,105
413,2108326,GEOS INFO ANAL VIS,1,LECT,MO,10:00,11:00,SVBLD,200,40,70
414,2108326,GEOS INFO ANAL VIS,1,L/L,TU,13:00,17:00,SVBLD,200,40,50
415,2108342,MATH CARTO,1,LECT,TU,09:00,11:00,SVBLD,200,40,65
416,2108342,MATH CARTO,1,LAB,TH,08:00,11:00,SVBLD,200,40,70
417,2108372,ADV RS,1,LECT,MO,11:00,12:00,SVBLD,200,40,40
418,2108372,ADV RS,1,LAB,WE,13:00,16:00,SVBLD,200,40,40
419,2108373,ADV PHOTOG,1,LECT,WE,09:00,11:00,SVBLD,301,40,75
420,2108373,ADV PHOTOG,1,LAB,TH,13:00,16:00,SVBLD,200,40,80
421,2108374,CLOSE RNG PHOTOG,1,LECT,MO,13:00,14:30,SVBLD,204,1,5
422,2108374,CLOSE RNG PHOTOG,1,LECT,FR,13:00,14:30,SVBLD,301,1,5
423,2108421,MOD INTG SURV TECH,1,LECT,TU,10:00,12:00,SVBLD,401,25,40
424,2108421,MOD INTG SURV TECH,1,LAB,WE,13:00,16:00,SVBLD,301,25,50
425,2108496,ADV TOPICS II,1,LECT,MO,13:00,16:00,SVBLD,401,20,25
426,2108496,ADV TOPICS II,2,LECT,MO,08:30,10:00,SVBLD,204,30,50
427,2108497,SPEC PROB I,1,LECT,MO,09:00,10:00,SVBLD,301,15,25
428,2108497,SPEC PROB I,1,LECT,MO,13:00,14:00,SVBLD,301,15,25
429,2108497,SPEC PROB I,1,LAB,MO,14:00,17:00,SVBLD,301,15,20
430,2108512,ADJ COMP GEOM,1,LECT,WE,10:00,12:00,SVBLD,204,20,20
431,2108560,ADV MAP DES PRO,1,LECT,TU,10:00,12:00,SVBLD,200,20,30
432,2108560,ADV MAP DES PRO,1,PRAC,WE,13:00,16:00,SVBLD,401,20,25
433,2108627,GEOIM PROC,1,LECT,FR,09:00,11:00,SVBLD,204,20,35
434,2108627,GEOIM PROC,1,PRAC,FR,13:00,16:00,SVBLD,204,20,35
435,2109101,ENG MATERIALS,1,LECT,TU,11:00,12:30,ENG3,117,280,295
436,2109101,ENG MATERIALS,1,LECT,WE,08:00,09:30,ENG3,117,280,545
437,2109101,ENG MATERIALS,2,LECT,MO,08:00,09:30,ENG3,117,155,255
438,2109101,ENG MATERIALS,2,LECT,WE,09:30,11:00,ENG3,117,155,210
439,2109212,PRIN ENG MAT II,1,LECT,MO,08:00,09:30,ENG3,318,50,65
440,2109213,TRAN PHEN MAT PROC,1,LECT,MO,11:00,12:30,ENG4,41632,50,55
441,2109221,MAT MFR PROC,1,LECT,TU,09:00,11:00,ENG4,41501,30,60
442,2109221,MAT MFR PROC,1,LAB,MO,13:00,16:00,ENG4,41627,30,60
443,2109221,MAT MFR PROC,2,LECT,TU,09:00,11:00,ENG4,41501,30,50
444,2109221,MAT MFR PROC,2,LAB,WE,13:00,16:00,ENG4,41627,30,55
445,2109311,MECH BEHAV MAT,1,LECT,MO,08:00,09:30,ENG4,41501,15,20
446,2109312,CHEM MET II,1,LECT,MO,09:00,10:00,ENG4,41632,40,45
447,2109312,CHEM MET II,1,LECT,TH,08:00,10:00,ENG4,41632,40,45
448,2109334,POLY MAT,1,LECT,TU,09:30,11:00,ENG4,41601,40,75
449,2109335,CERAMIC MAT,1,LECT,MO,09:30,11:00,ENG4,41501,50,100
450,2109341,MAT CHAR,1,LECT,MO,11:00,12:30,ENG4,41501,40,80
451,2109399,IND VISIT,1,FWK,TH,13:00,16:00,ENG4,41632,40,75
452,2109400,COM PRES MET,1,LECT,MO,13:00,16:00,ENG4,41636,25,35
453,2109411,MECH BEHAV MAT,1,LECT,MO,08:00,09:30,ENG4,41501,50,60
454,2109423,ELECTROPLATING,1,LECT,TU,13:00,14:00,ENG4,41601,10,20
455,2109423,ELECTROPLATING,1,LAB,TU,14:00,17:00,ENG4,41627,10,20
456,2109424,IRON STEEL MAKING,1,LECT,TH,09:00,11:00,ENG4,41632,50,90
457,2109431,HIGH TEMP MAT,1,LECT,TU,13:00,16:00,ENG4,41501,20,30
458,2109432,REFRAC MAT,1,LECT,WE,13:00,16:00,ENG4,41632,10,10
459,2109433,ELECTRONIC MAT,1,LECT,TU,09:30,11:00,ENG4,41632,40,40
460,2109445,FAIL ANAL,1,LECT,TH,13:00,16:00,ENG4,41632,50,70
461,2109450,MAT SELECT DESIGN,1,LECT,TH,09:00,12:00,ENG4,41632,50,70
462,2109494,SEL TOP MET MAT,1,LECT,TU,09:30,11:00,ENG4,41601,30,40
463,2109496,SPEC PROB MET MAT,1,LECT,TU,13:00,16:00,ENG4,41501,50,60
464,2109508,RAT/MODEL PROC MET,1,LECT,TU,13:00,16:00,ENG4,41632,20,35
465,2109509,SS TECH,1,LECT,TU,13:00,16:00,ENG4,41636,35,35
466,2109514,ADV CORROSION,1,LECT,TU,09:00,12:00,ENG4,41632,30,35
467,2109516,ADV TOPIC PHY MET,1,LECT,TH,13:00,16:00,ENG4,41501,20,25
468,2109517,COMPOSITE MAT I,1,LECT,TU,13:00,16:00,ENG4,41501,13,20
469,2109525,WELDING ENG,1,LECT,MO,13:00,16:00,ENG4,41632,35,65
470,2109526,ADV TOP CHEM MET,1,LECT,TU,09:00,12:00,ENG4,41601,25,25
471,2109527,HIGH TEMP MAT,1,LECT,MO,13:00,16:00,ENG4,41501,20,20
472,2109533,POWDER MET,1,LECT,WE,10:00,12:00,ENG4,41601,35,65
473,2109533,POWDER MET,1,LECT,WE,15:00,16:00,ENG4,41601,35,50
474,2109535,CELLULAR METAL,1,LECT,FR,09:00,12:00,ENG4,41632,20,25
475,2109536,ADV TOP PROD MET,1,LECT,TU,09:00,13:00,ENG4,41501,15,25
476,2109601,THERMO PHA MUL SYS,1,LECT,MO,09:30,11:00,ENG4,41501,30,45
477,2109603,CONC MET MAT ENG,1,LECT,MO,09:00,10:30,ENG4,41601,10,20
478,2109659,ALUMINIUM TECH,1,LECT,TU,13:00,16:00,ENG4,41632,12,10
479,2109711,SEM MET MAT ENG I,1,SMNA,WE,13:00,16:00,ENG4,41632,20,35
480,2109712,SEM MET MAT ENG II,1,SMNA,WE,13:00,15:00,ENG4,41632,40,50
481,2109713,SEM METMAT ENG III,1,SMNA,WE,13:00,15:00,ENG4,41632,40,80
482,2109714,SEM MET MAT ENG IV,1,SMNA,WE,13:00,16:00,ENG4,41632,40,70
483,2109715,SEM MET MAT ENG V,1,SMNA,WE,13:00,16:00,ENG4,41632,40,40
484,2109716,SEM MET MAT ENG VI,1,SMNA,WE,13:00,16:00,ENG4,41632,40,80
485,2109717,SEM METMAT ENG VII,1,SMNA,WE,13:00,16:00,ENG4,41632,40,80
486,2110101,COMP PROG,1,LECT,TU,08:00,11:00,ENG3,218,55,100
487,2110101,COMP PROG,10,LECT,TH,08:00,11:00,ENG3,224,55,70
488,2110101,COMP PROG,11,LECT,TH,13:00,16:00,ENG3,401,40,65
489,2110101,COMP PROG,2,LECT,TU,08:00,11:00,ENG3,219,55,55
490,2110101,COMP PROG,3,LECT,TU,08:00,11:00,ENG3,220,55,100
491,2110101,COMP PROG,4,LECT,TU,08:00,11:00,ENG3,224,90,130
492,2110101,COMP PROG,6,LECT,TH,08:00,11:00,ENG3,218,55,70
493,2110101,COMP PROG,7,LECT,TH,08:00,11:00,ENG3,219,55,85
494,2110101,COMP PROG,8,LECT,TH,08:00,11:00,ENG3,220,55,75
495,2110183,INTRO COMP PROG,1,LECT,WE,10:00,13:00,ENG1,303,25,30
496,2110191,INNOV THINK,1,LECT,TH,13:00,16:00,ENG3,309,1,5
497,2110201,COMP ENG MATH,1,LECT,MO,11:00,12:30,ENG1,304,42,40
498,2110201,COMP ENG MATH,2,LECT,MO,11:00,12:30,ENG3,420,42,45
499,2110201,COMP ENG MATH,3,LECT,MO,11:00,12:30,ENG3,318,41,60
500,2110211,INTRO DATA STRUCT,1,LECT,MO,09:30,11:00,ENG3,218,42,75
501,2110211,INTRO DATA STRUCT,2,LECT,MO,09:30,11:00,ENG3,219,42,40
502,2110211,INTRO DATA STRUCT,33,LECT,MO,09:30,11:00,ENG3,220,42,75
503,2110215,PROG METH I,1,LAB,TU,16:00,19:00,ENG3,224,10,15
504,2110254,DIG DESIGN VER,1,LECT,MO,13:00,16:00,ENG3,315,73,85
505,2110254,DIG DESIGN VER,2,LECT,TU,13:00,16:00,ENG3,420,62,80
506,2110318,DIS SYS ESSEN,1,LECT,MO,08:00,09:00,ENG3,321,33,40
507,2110318,DIS SYS ESSEN,3,LECT,FR,08:00,09:00,ENG3,321,33,60
508,2110318,DIS SYS ESSEN,33,LECT,WE,08:00,09:00,ENG3,321,33,60
509,2110327,ALGORITHM DESIGN,1,LECT,FR,09:00,12:00,ENG3,405,40,60
510,2110332,SYS ANALYSIS DSGN,1,LECT,TU,09:30,11:00,ENG3,319,1,5
511,2110332,SYS ANALYSIS DSGN,2,LECT,TU,09:30,11:00,ENG3,320,1,5
512,2110332,SYS ANALYSIS DSGN,3,LECT,TU,09:30,11:00,ENG3,321,1,5
513,2110332,SYS ANALYSIS DSGN,33,LECT,TU,09:30,11:00,ENG3,322,1,5
514,2110355,FORM LANG/AUTO,1,LECT,TU,09:30,11:00,ENG3,406,10,20
515,2110355,FORM LANG/AUTO,1,LECT,TH,09:30,11:00,ENG3,405,10,10
516,2110413,COMP SECURITY,33,LECT,TH,13:00,16:00,ENG3,322,30,45
517,2110414,LRG SCL COMP SYS,1,LECT,WE,13:00,16:00,ENG3,320,1,5
518,2110422,DB MGT SYS DESIGN,1,LECT,TU,08:00,09:30,ENG3,204,31,45
519,2110422,DB MGT SYS DESIGN,2,LECT,TU,08:00,09:30,ENG3,206,36,40
520,2110422,DB MGT SYS DESIGN,33,LECT,TU,08:00,09:30,ENG3,205,30,45
521,2110430,TIME SERIES MINING,33,LECT,FR,09:00,12:00,ENG3,305,30,40
522,2110431,INTRO DIG IMAGING,1,LECT,TU,13:00,16:00,ENG3,308,1,5
523,2110432,AUTO SPEECH RECOG,1,LECT,TH,13:00,16:00,ENG3,420,1,5
524,2110471,COMP NETWORK I,3,LECT,WE,09:30,11:30,ENG3,405,28,55
525,2110471,COMP NETWORK I,33,LECT,WE,09:30,11:30,ENG3,320,26,35
526,2110471,COMP NETWORK I,34,LECT,WE,09:30,11:30,ENG3,320,26,30
527,2110471,COMP NETWORK I,4,LECT,WE,09:30,11:30,ENG3,404,28,50
528,2110471,COMP NETWORK I,4,LAB,WE,13:30,15:30,ENG3,404,28,35
529,2110475,VLSI DESIGN,1,LECT,MO,08:00,11:00,ENG3,403,1,5
530,2110478,COMP/COMM,1,LECT,TU,13:00,16:00,ENG3,421,1,5
531,2110495,ADV TOPIC COMP I,2,LECT,WE,13:30,15:30,ENG3,405,1,5
532,2110497,SPEC PROB COMP I,1,LAB,FR,16:00,18:00,ENG3,404,1,5
533,2110498,SPEC PROB COMP II,1,L/L,WE,13:00,16:00,ENG3,308,1,5
534,2110502,FORMAL VER,1,LECT,WE,08:00,11:00,ENG1,305/3,30,55
535,2110512,COMPUTER ANIMATION,1,LECT,TH,13:00,16:00,ENG3,404,30,60
536,2110513,ASST TECH,1,LECT,WE,13:00,16:00,ENG3,402,10,15
537,2110522,UNIX ENTERP,1,LECT,FR,09:00,12:00,ENG3,318,20,35
538,2110523,ENTERP APP ARCH,1,LECT,MO,13:00,16:00,ENG3,417,30,55
539,2110593,ADV TOP COMP III,1,LECT,FR,09:00,12:00,EN100,502,1,5
540,2110595,ADV TOP COMP V,1,LECT,FR,09:00,12:00,ENG1,304,1,5
541,2110596,ADV TOP COMP VI,1,LECT,MO,13:00,16:00,ENG3,420,1,5
542,2110596,ADV TOP COMP VI,2,LECT,MO,13:00,16:00,ENG3,421,1,5
543,2110597,ADV TOP COMP VII,1,LECT,TU,13:00,16:00,ENG3,401,1,5
544,2110597,ADV TOP COMP VII,2,LECT,WE,13:00,16:00,ENG3,406,1,5
545,2110606,RES METH COMP ENG,1,LECT,TU,09:00,12:00,EN100,503,20,25
546,2110634,SOFTWARE DES&DEV,1,LECT,WE,08:00,11:00,ENG3,420,30,50
547,2110637,LARGE SCL INF SYS,1,LECT,MO,08:00,11:00,ENG1,305/3,30,55
548,2110663,WORLD NET INFSTRUC,1,LECT,WE,13:00,16:00,ENG3,321,30,40
549,2110675,BIOMED INFO COMM,1,LECT,TU,09:00,12:00,ENG1,203/1,30,60
550,2110681,COMPUTER ALGORITHM,1,LECT,FR,09:00,12:00,ENG3,405,30,55
551,2110711,THEORY COMPUTATION,1,LECT,TH,13:00,16:00,ENG3,408,20,40
552,2110719,SEMINAR IV,1,SMNA,MO,11:00,12:00,ENG3,402,20,35
553,2110721,SOFTWARE METRICS,1,LECT,FR,09:00,12:00,ENG3,321,30,40
554,2110725,S/W ENG PROC IMPR,1,LECT,TH,13:00,16:00,ENG3,308,30,40
555,2110732,PARALLEL COMP,1,LECT,FR,09:00,12:00,ENG3,308,40,45
556,2110743,MACHINE LEARNING,1,LECT,TH,09:30,12:30,ENG3,205,30,35
557,2110746,BIG DATA ANAL,1,LECT,TU,13:00,16:00,ENG3,320,30,55
558,2110773,DATA MINING,1,LECT,TU,09:00,12:00,EN100,403,30,45
559,2110793,ADV TOPIC DIG SYS,1,LECT,WE,09:30,11:00,ENG3,324,20,20
560,2111201,GEN RAD NUCLEAR,1,LECT,WE,13:00,16:00,NT,303,20,35
561,2111201,GEN RAD NUCLEAR,2,LECT,WE,09:00,12:00,NT,303,20,30
562,2111330,MOD MAT PROP RAD,1,LECT,WE,09:00,12:00,NT,304,20,35
563,2111330,MOD MAT PROP RAD,2,LECT,TU,13:00,16:00,NT,303,30,60
564,2111627,MAT ANAL NUCL TECH,1,LECT,WE,13:00,16:00,NT,305,20,30
565,2111642,NUCL REAC ENG,1,LECT,WE,09:00,12:00,NT,302,15,30
566,2111646,RAD WASTE MGT,1,LECT,WE,13:00,16:00,NT,305,15,30
567,2111648,NUC PL SYS OPER,1,L/P,FR,09:00,12:00,NT,304,10,20
568,2111664,DIGI COMP INT INST,1,LECT,TU,09:00,12:00,NT,305,20,30
569,2111701,SEM NUCL TECH I,1,SMNA,FR,13:00,14:00,NT,302,50,80
570,2112210,WATER/SOC,1,LECT,FR,13:00,16:00,ENG1,302,101,160
571,2112342,PRIN HYDROLOGY,1,LECT,TU,08:00,09:30,ENG3,408,40,45
572,2112343,HYDRO SURVEY ENG,1,LECT,TU,11:00,12:30,ENG3,306,30,55
573,2112346,HYDRAULICS I,1,LECT,MO,09:30,11:00,ENG3,321,40,40
574,2112346,HYDRAULICS I,2,LECT,MO,09:30,11:00,ENG3,407,40,45
575,2112346,HYDRAULICS I,3,LECT,MO,09:30,11:00,ENG3,417,40,75
576,2112440,HYDRAULIC ENG,1,LECT,MO,11:00,12:30,ENG3,204,40,50
577,2112440,HYDRAULIC ENG,2,LECT,MO,11:00,12:30,ENG3,324,40,75
578,2112440,HYDRAULIC ENG,3,LECT,MO,11:00,12:30,ENG3,421,40,45
579,2112440,HYDRAULIC ENG,4,LECT,MO,11:00,12:30,ENG3,308,40,70
580,2112504,WATER RES SYS DSGN,1,LECT,TH,13:00,16:00,ENG3,317,30,50
581,2112541,INTR GW CONT,1,LECT,TH,13:00,16:00,ENG1,305/2,40,40
582,2112602,HYDROINFO I,1,LAB,TH,13:00,16:00,ENG1,303,20,25
583,2112617,HYDRAULIC DESIGN,1,LECT,TU,11:00,12:30,ENG1,305/2,20,35
584,2112620,DSGN HYD STR,1,LECT,MO,09:00,10:00,ENG5,M10,20,40
585,2112632,HYDROLOGY LAB,1,LAB,TU,13:00,16:00,ENG5,207,20,40
586,2112633,ADVANCED HYDROLOGY,1,LECT,MO,08:00,09:30,ENG1,305/1,20,20
587,2112635,STOC PROC HYDR/HYD,1,LECT,MO,11:00,12:30,ENG1,305/3,10,15
588,2112637,FLOOD PLAIN HYDR,1,LECT,TU,09:30,11:00,ENG3,204,10,15
589,2112641,GR WATER HYDROLOGY,1,LECT,TU,13:00,16:00,ENG1,305/1,20,40
590,2112654,SPRI/DRIP DSGN,1,LECT,TU,09:30,11:00,ENG1,305/2,10,20
591,2112671,SYS ANAL LS SYS,1,LECT,TU,13:00,16:00,ENG1,305/2,35,55
592,2112672,WR SYS ENG,1,LECT,TU,09:30,11:00,ENG1,305/1,20,20
593,2112673,ECON WR SYS,1,LECT,TU,08:00,09:30,ENG1,305/2,5,10
594,2112681,ENG WATER DIS MIT,1,LECT,MO,13:00,16:00,ENG1,305/1,10,10
595,2112691,SP STUDIES WR ENG,1,LECT,MO,08:00,09:30,ENG1,305/2,20,25
596,2112798,SEMINAR WR ENG II,1,FWK,FR,09:30,12:30,ENG3,417,5,10
597,2112828,DISSERTATION,1,IDPS,MO,13:00,16:00,ENG1,305/3,10,20
598,2112894,DOC DISSERT SEM,1,SMNA,WE,13:00,16:00,ENG1,305/3,20,35
599,2112897,QUALIFYING EXAM,1,LECT,FR,09:00,12:00,ENG1,305/1,10,20
600,2120601,DEF ENGTECH PRIN,1,LECT,WE,13:00,16:00,ENG1,305/1,10,20
601,2120603,DEF ENGTECH SEM I,1,LECT,FR,13:00,16:00,ENG1,110,10,20
602,2120604,DEF ENGTECH SEM II,1,LECT,FR,13:00,16:00,ENG1,305/2,5,5
603,2121677,FUND PRIN EXP ENG,1,L/P,FR,09:00,12:00,ENG1,110,10,10
